Tweets	Compound	Analysis
# Covid19 What is happening with the Astrazeneca vaccine is only explained in a political and media context, ... 	0.0	Neutral
Hi, can you seriously review this that it seems that it is happening in with the vaccine ... 	-0.1779	Negative
Hui, World Health Day, we demand the release of vaccine patents for # Covid19 and the creation of u ... 	0.1531	Positive
🤦♂️🤦♂️🤦♂️🤦♂️🤦♂️62 million doses of Janssen vaccine could be contaminated via 	0.0	Neutral
"The Dean of Medicine of #UMU asks the Campuzano to ""inform"" before ""say barbarities on the vaccine"" ... "	0.0	Neutral
How to detect Fake News about # Covid19 vaccines? 🤔 The 6 questions that we should do: ℹ️ I have all I ... 	-0.4767	Negative
"""The vaccine is safe"" 🤣🤣🤣🤣 "	0.4404	Positive
Vaccination Guide in Aragon: When, what groups, with what vaccines and how to ask for a quote via 	0.0	Neutral
The Safety Committee of the _News (Presc) concludes that the appearance of unusual blood clots must include ... 	0.4215	Positive
“#covid19 is associated with a risk of hospitalisation and death. the reported combination of blood clots and low b… 	-0.7964	Negative
Meeting of #EMA The benefits of the #AZ vaccine are superior to risks, however there is a relationship entre ... 	0.6124	Positive
Side effects are not only given with the AstraZeneca vaccine, but in all medications. The valuation is ... 	0.0	Neutral
# ESHORADEVOX # Teamvox # Yoconrociomonosterio Andalusia grants, without a contest, the distribution of vaccines against ... 	0.2263	Positive
United Kingdom reports 25 new cases of rare blood clots related to AstraZeneca. 	0.4215	Positive
"The EMA endorses the Astrazeneca vaccine and places thrombi as a ""very rare"" side effect - digital freedom "	0.765	Positive
National Coordination # Covid19 I say, President What vaccines come to Spain? If the _News has reconnected ... 	0.0	Neutral
It seems to me that in Spain there are vaccinated with side effects that barely contagiate. The Sterilizant vaccine ... 	0.0	Neutral
The Astrazeneca or talk ... but the ibuprophenos a pokeous. We deserve everything that happens to us. # Covid19 # vaccines ... 	0.0	Neutral
Ana, from Albacete to New York: the pharmaceutical head dump in an accessible vaccine for the Covid-19 	-0.3818	Negative
_f_leon healing proposes to suspend vaccination with astrazeneca of children under 60 - 	-0.3182	Negative
You go silly criticizing vaccines in Israel already going party 	0.0772	Positive
astrazeneca’s covid-19 vaccine: european medicines agency (ema) finds possible link to very rare cases of unusual b… 	0.0	Neutral
At the end you are going to get people to be more afraid to put on the vaccine than to spread from # Covid19 ... 	0.0	Neutral
Last minute - Astrazeneca vaccine will only be injected to people between 60 and 65 years old 	0.0	Neutral
tomorrow will be the order to be vaccinated with astrazeneca to people between 60 and 65 years old 	0.0	Neutral
The Valencian generality recognizes the Paripé de Ximo Puig with the Janssenel Socialist vaccines assured yesterday ... 	0.3612	Positive
Well, I am between 60 and 65, and I do not know if I would get vaccinated with this vaccine. or all or none. Because only between 60 ... 	0.2732	Positive
Effects of the Covid-19 vaccine 	0.0	Neutral
♀️ The vaccine and the few contagion encourage the Institutes of Málaga to recover the face-to-face classes. ... 	0.0772	Positive
Without vaccines and blaming the population # Covid19 	0.3875	Positive
"Curious that is still speaking in all the means of the ""possible"" problems of the #Astrazeneca vaccine and did not ... "	-0.1027	Negative
what a great vaccine and that little we value it ... 	0.7369	Positive
The unexpected 'collateral effects' positive immunization after vaccine against the Covid-19 via 	0.5574	Positive
United Kingdom administers almost 900mil vaccines on a day ... 	0.4215	Positive
In Spain we have 1,728,000 vaccines set. The data of the UK with more than 27 million should put the face cabbage ... 	0.0	Neutral
The vaccine will help, there is no doubt, but the problem does not end with it. and of course, not immunized, here the test 	-0.6187	Negative
very interesting: seven of them are asymptomatic and only one has been admitted to hospital. the vaccine protects b… 	0.6901	Positive
This individual already has the vaccine and my parents with 79 and 74 no, my in-laws the same. Váyan to the fucking fuck son ... 	-0.7178	Negative
Although the vaccine advances, we will continue to take out the business of bad news for many months. 	-0.5423	Negative
the cost of insularity. Madrid needs 3 days to send the vaccines to the Balearic Islands. NO SOME NAIDE 	-0.4466	Negative
⚠️Important! Due to the arrival of an important volume of vaccines # Covid19, it has placed the machinery of VAC ... 	0.2714	Positive
one hour in the queue for the #covid19  jab at #wanda_metropolitan in#madrid organized by no idea… 	-0.296	Negative
#Madrid vaccine in #Zendal and #WandaMetropolitan these days ... Primary care centers are Li ... 	0.4939	Positive
just 2 hours in the queue to get the #covid19 jab at the #wanda_metropolitan station in #madrid. we are now in the… 	0.0	Neutral
interesting queue for #covid19 jab, some people's are dressed with their fur coat asif they were going to a party.… 	0.4019	Positive
17.00 in the underground queue to the #covid19 vaccine station at #wanda_metropolitan in #madrid. i joined the queu… 	0.0	Neutral
17.20 just got the astrazeneca inject against #covid19 at the #wanda_metropolitan vaccine station. took 3 hours que… 	0.0	Neutral
Imagine all the deaths that could have if there were no vaccines 	-0.296	Negative
Andalusians and Andalusians! If you know someone, over 80, you have not received the vaccine yet, here are l ... 	0.0	Neutral
Obviously, 52,600 vaccines were not 'disappeared'. They had been assigned to the army but nobody was enough 'goes ... 	0.0	Neutral
How are vaccines against COVID-19 and why have there been delays? ... 	0.0	Neutral
First volunteers to put on the vaccine ... and the rest, do not have a ... 	0.0	Neutral
Not to the patents of vaccines for the Covid. Because all countries have a vaccine. Health is not just pair ... 	0.0	Neutral
The areas with more approved projects are of mechanisms of anticipation and rapid response of the health and d ... 	0.5413	Positive
Since we stick a shot and so we ended up before. What a whitch embarrassment 🤦♀️ 	-0.4404	Negative
The CSIC coronavirus vaccine will be placed by the nose and will be one dose 	0.0	Neutral
To those of the United Kingdom were not enough about stealing the art from other countries that also wanted to steal vaccines, what things ... 	0.3814	Positive
Latest news from Coronavirus, Live | Italy finds 29 million hidden vaccines from AstraZeneca ... 	0.0	Neutral
#covid19 italian authorities discover 29m oxford/astrazeneca doses: la stampa 	0.0	Neutral
I stick a shot. Notice 	0.0	Neutral
#femxarxa #covid19 #astrazeneca 	0.0	Neutral
the vector mechanism vaccines are effective yet they require a strong immune system. would not be advisable for old… 	0.8225	Positive
How are vaccines against COVID-19 and why have there been delays? via 	0.0	Neutral
Tomorrow, Thursday, March 25, _fjd organizes the online day 'doubts of patients and vaccine # Covid19'. pair… 	-0.296	Negative
233,563 vaccines put in the last 24 hours. well! 	0.3382	Positive
Tomorrow I'm going to Sant Pau d'Ordal and Friday they vaccine me from the Covid-19 	0.0	Neutral
the way i feel right now i’d probably flash my tits if asked nicely .... #lockdownanniversary #vaccinepassports 	0.25	Positive
Parliamentarians from all over Europe urge the EU and their states to free the patents of vaccines and drugs contr ... 	0.5106	Positive
Yesterday almost 211,000 vaccines were put. It would not be strange that this week we get closer to the 300,000 daily. 	0.1511	Positive
The axis of evil with own vaccine against the # covid19 and we can not make mascarettes. 	-0.6597	Negative
Already vaccinated against the # Covid19 with # Vacuna of #oxfordastrazeneca #barcelona #picoftheday 	0.0	Neutral
