Tweets	Country	Compound	Analysis
Do you know what is most remarkable about this ?Pedro Sanchez , unlike Boris Johnson does not need to praise hims… 	ES	0.2427	Positive
Johnson caused serious disruption by lack of action 	ES	-0.6249	Negative
So whatever you do you MUST NOT mention that B 6172 is the INDIAN variant .That would be because Boris Johnson wo… 	ES	0.0	Neutral
#NowPlaying Crying Shame by Jack JohnsonIn Between Dreams 	ES	-0.5423	Negative
 _Pankhurst Another Johnson success like Cheshire is in the offing.	ES	0.7351	Positive
  If that - illuminating to read Max Hastings about Johnson……..	ES	0.0	Neutral
The daily express will have a thrombosis Derivatives trade worth billions flees London for New York post-Brexit 	ES	0.0516	Positive
 | Catalan health minister Alba Vergés warns that 90,000 appointments for people due to receive first Pfizer dose… 	ES	-0.1027	Negative
       … 	ES	0.0	Neutral
 Have you had the jab yet? We're told we'll get ours next month. Can't wait!	ES	0.0	Neutral
'My Hands and Feet Were Frozen, Numb or Burning' - Eric Clapton Says He Had a Bad Reaction to AstraZeneca Covid Jab… 	ES	-0.7096	Negative
 I had important business events that required our presence in Belgium and Netherlands (3500km round… 	ES	0.2023	Positive
 Good luck! Quick question, did you rearrange 2nd jab yourself or did NHS contact you?	ES	0.7345	Positive
 | Covid vaccines to be offered to 40-49 year olds by mid-June, and under 40s by JulyAll adults will be eligible… 	ES	0.0	Neutral
Brussels millennials hunt for COVID vaccines — With summer travel looming, they are rushing to get their jabs as so… 	ES	-0.128	Negative
 Catalan News in 100 seconds  Restaurant opening hours extended and some capacity limits relaxed from May 24… 	ES	0.4939	Positive
27 year old Ma Zin Mar Phyu was shot dead by terrorist(SAC) in front of the Ward 4 administration office in Myawadd… 	ES	-0.6486	Negative
Boost your hoops postseason with a free shot at $50k in total prizes. Don't miss out for 5/22, 5/24, 5/26, &amp; 5/28.… 	ES	0.8571	Positive
the shot                     the cameraman 	ES	0.0	Neutral
I am vaccinated. First shot.••Estoy vacunada. Primera dosis.••#vacunada #vaccinated #idocare #mepreocupo… 	ES	0.0	Neutral
Compete in the 9-shot Challenge presented by ! More info:  	ES	0.1511	Positive
On May 19 night, a civilian was shot &amp; beaten to death by Terrorists (SAC) in Chaung Gyi Village, Mandalay division… 	ES	-0.8957	Negative
On the night of May19, Terrorists (SAC) shot,beaten and killed a bypassing civilian in Chaung Gyi Village Thabeikky… 	ES	-0.8625	Negative
Many Latino men haven't gotten vaccinated in US. Misinformation, fear, busy lives, concern about missing work, tran… 	ES	-0.7717	Negative
A civillian from Bago was shot dead by terrorist(SAC) on May17 and they take the body. His house was also invaded a… 	ES	-0.6486	Negative
Terrorists shot KO NGWE THEIN near No (5) School in Pyay, Bago on May 18. He was injured on motorcycle, taken away… 	ES	-0.8402	Negative
A man, who just went out for haircut, was brutally shot by Junta troops in Pyay at 7:30pm. He was injured and taken… 	ES	-0.7717	Negative
Was that Harry Cole being shot down on live tv.  Bravo 	ES	0.0	Neutral
2nd shot , done! ✅	ES	0.0	Neutral
Love shot 	ES	0.6369	Positive
An unarmed civilian was unjustly shot by Military terrorists in #Pyay, Bago Region. They inspected his phone today… 	ES	-0.6249	Negative
 Switch Hit + Helicopter shot available. DM ASAP 	ES	0.0	Neutral
SIGN: Justice for Cat Bound with Tape and Shot to Death 	ES	-0.128	Negative
In the afternoon of May17,Junta terrorists unwarrantedly shot dead an innocent young man,Nyan Su aka Htet Zaw Lin,2… 	ES	-0.7906	Negative
A man named NyanSu was shot &amp; abducted with injuries while violent raiding AyeThin Restaurant in Bago on May 17 aft… 	ES	-0.802	Negative
Terrorists have cut off the water supply pipeline in #MinDat since May 17. Terrorist(SAC) use snipers to shot at lo… 	ES	-0.7351	Negative
Tw // death The body of U Kyaw Moe, 30yo father, who was shot dead by Terrorists in Myothit(B) Ward, 5St, DaikU, la… 	ES	-0.9231	Negative
tw // death Deadbody of UKyawMoe, brutally shot dead by Junta in DaikU, was returned to his family with stitches on… 	ES	-0.9217	Negative
Reinforcements of military terrorists were seen arriving in Tedim, Chin State around noon. A man was brutally shot… 	ES	-0.8442	Negative
 I honestly don't get it. This is why I don't like ft. The agendas can be toxic at times. I went in… 	ES	0.224	Positive
Terrorists (SAC) REINFORCEMENTS arrived in TEDIM, Chin State today at 12 noon. On May 16 night, 2 youths were shot… 	ES	-0.6249	Negative
Ma Thae Pwint Phyu, who was abducted during a strike on Mar 9 &amp; shot in the neck with a rubber bullet, was abducted… 	ES	-0.5859	Negative
 NOT yet. FirsT shot next month apparently	ES	0.0	Neutral
U Kyaw Moe was shot dead in arms and legs in MyoethitBward, 5th Street,DaikU last night as Terrorists indiscriminat… 	ES	-0.8555	Negative
The girl in the photo, who was shot in the neck with rubber bullets &amp; detained on May 9 protest, was abducted again… 	ES	-0.7906	Negative
 I would try to stop the war. After hundreds of rockets shot, I would stop thinking that +1 rocket can be the solution.	ES	-0.7184	Negative
I panicked and shot a spider (Amélie) with my blaster. :(	ES	-0.7096	Negative
Kyaukme residents staged a memorial candlelight vigil for Ko Aung Ko Ko Phyo who was shot dead by terrorist(SAC) a… 	ES	-0.6486	Negative
In MingalarTaungNyunt Tsp, Yangon, terrorist(SAC) invaded 108th street and shot with slingshots to houses with the… 	ES	0.0	Neutral
*gets shot* I forgive you.	ES	0.2732	Positive
Tw // death  In Tedim, Chin State an underage child was shot dead in the head and a 40 year old man was also injure… 	ES	-0.8481	Negative
#NowPlaying It wasn't me by Shaggy ft ReyvonHot Shot 2020 	ES	0.0	Neutral
SAC Terrorists opened arbitrary fires last night in Tadim, Chin state, and innocent passerby and high school studen… 	ES	-0.4019	Negative
TEDIM, Chin State: UPDATEOn May 16 night: Two youths including a grade 10 student shot in the head and killed by T… 	ES	-0.6705	Negative
Fucking hate these kind of games. It has Cagliari 1 shot 1 goal written all over it	ES	-0.6115	Negative
93' | #BarçaCelta |Messi with a shot but it was off target.	ES	0.0	Neutral
85' | #BarçaCelta |Messi with a half and shot taken but it was an easy save for the Villar. Barcelona desperately looking for a goal	ES	0.6956	Positive
Tw // death  In Tedim, Chin State, a civilian was shot dead unlawfully by Junta troops. #WhatsHappeningInMyanmar… 	ES	-0.8481	Negative
HT' | #BarçaCelta |Messi gave the lead to Barcelona with his header but Mina shot provided the equaliser to Celta… 	ES	0.0	Neutral
17' | #BarçaCelta |Messi with a shot from outside the box but it was above the goalpost	ES	0.0	Neutral
10' | #BarçaCelta |A great chance for Barcelona. Messi gave the pass to Griezmann who took the shot but it was a save in the end.	ES	0.81	Positive
Tw // death   An unarmed civilian was brutally shot dead by military terrorists in Lawibual Ward at, Tedim, Chin st… 	ES	-0.9538	Negative
JUST IN — TEDIM, Chin State: UPDATEA civilian shot dead by Terrorists (Myanmar security forces) in Lawibual Ward… 	ES	-0.7906	Negative
  Never gonna happen as max was matching ric as a teenager. Ofc he was gonna get more attenti… 	ES	0.0	Neutral
In this shot of the #Starlink broadcast we can see how an object appears out of nowhere. And of course there is a m… 	ES	0.0	Neutral
 Married women are wiser, more interesting, less likely to have goals beyond dating but if you're in the M… 	ES	0.3811	Positive
"*puts on a fake, overly dramatic French accent* ""One shot, one kill"""	ES	-0.8316	Negative
 Sorry, but I despise GFL so that's not going happen, not by a long shot	ES	-0.5023	Negative
@_Kanga  He got shot	ES	0.0	Neutral
_rita39 Is it? Well, as long as they give the damn shot... It's been more than a year now I'm stuck at home!	ES	-0.4389	Negative
Nice shot.	ES	0.4215	Positive
In #Taunggyi, there were cases of checking and firing if the civilians did not obey. One woman was shot because she… 	ES	-0.34	Negative
KALAY, Sagaing Region:Terrorists (Myanmar security forces) shot the houses on May 14 night. No injuries reported.… 	ES	0.0516	Positive
Wai Phyo Thant, chief engineer of Mindat Township Electricity Branch, was reportedly shot dead while on duty today.… 	ES	-0.6486	Negative
The letter or shall we call it “mail shot” is so disgusting in many ways . 	ES	-0.656	Negative
*gets shot by Reaper* oh look, Swiss cheese.	ES	0.0	Neutral
I panicked and shot a spider with my blaster. :(	ES	-0.7096	Negative
Is someone who got the one Janssen shot still considered ‘fully vaccinated’?  #CovidVaccine #COVID19 #mask	ES	0.0	Neutral
#NowPlaying Bombastic (NEW) by ShaggyHot Shot 2020 	ES	0.0	Neutral
Iowa Republican lawmakers have approved a proposed amendment stating that the Iowa Constitution does not secure a r… 	ES	0.1935	Positive
Mom just approved a new tat i love this woman	ES	0.7906	Positive
"#Spoksperson : ""We have approved a contribution of €600,000 to submit a joint application to the ESA-… "	ES	0.4215	Positive
"#Spokesperson : ""We have also approved a consignment worth 565 thousand euros for the construction of… "	ES	0.5719	Positive
 ..and I have to say, I never noticed anything much from the CBI prior to the referendum ..so where this… 	ES	0.0	Neutral
" Biden administration has approved the sale of $735 million in precision-guided weapons to ""Israel"".… "	ES	-0.0258	Negative
 _Simpson    Decision of the UK government approved by par… 	ES	0.4215	Positive
  _Simpson   So checks on food and animals coming from Bri… 	ES	0.0	Neutral
  My son raised eyebrows reading Tom Sharpe at age 11  so he moved on to Solzenitsyn. Hi… 	ES	0.0	Neutral
⚠️ Brazil's lower house of Congress has approved a contested bill that would loosen licensing requirements for infr… 	ES	0.1531	Positive
